listen_id,usr_ref_id,trk_ref_id,timestamp
714,112,131,2025-02-09 23:56:52
721,2,117,2025-03-15 8:52:49
723,47,112,2025-03-14 20:06:26
724,197,120,2025-01-20 6:11:53
728,195,145,2025-01-04 3:32:32
729,119,106,2025-02-04 15:21:35
734,166,121,2025-02-08 20:02:42
735,137,121,2025-01-15 22:24:53
736,53,142,2025-01-13 4:35:19
737,172,124,2025-01-04 13:16:09
739,86,127,2025-03-19 0:46:40
740,108,128,2025-03-11 17:49:44
741,24,112,2025-03-19 13:39:59
746,128,114,2025-03-19 0:06:30
748,115,149,2025-02-25 23:45:46
751,40,122,2025-02-24 15:24:22
752,194,123,2025-03-19 4:47:44
754,103,112,2025-03-30 20:53:33
755,22,121,2025-01-05 3:56:37
756,4,142,2025-01-30 17:05:16
759,29,102,2025-03-04 12:02:52
763,75,129,2025-02-12 14:13:56
765,146,143,2025-02-11 13:16:11
766,128,146,2025-01-31 2:51:25
770,41,107,2025-03-07 19:26:37
771,166,141,2025-02-12 16:28:06
774,165,100,2025-01-12 19:26:02
775,153,143,2025-02-11 21:59:41
777,76,102,2025-01-05 1:44:35
780,106,139,2025-01-31 4:04:18
782,27,131,2025-01-26 6:58:04
783,57,141,2025-02-25 12:46:53
784,31,133,2025-03-24 5:24:09
785,134,142,2025-02-05 0:30:20
786,168,124,2025-01-06 8:53:01
787,98,109,2025-03-25 4:48:46
789,53,145,2025-02-09 15:26:14
791,138,126,2025-02-08 3:15:49
792,173,126,2025-01-08 4:36:43
793,145,101,2025-03-30 12:01:29
795,190,147,2025-01-01 4:51:05
798,64,135,2025-03-20 9:24:34
800,54,141,2025-03-28 11:45:35
803,51,116,2025-03-29 15:29:24
804,181,113,2025-03-17 13:14:57
807,26,119,2025-02-17 21:36:37
809,149,115,2025-03-31 1:20:46
812,11,118,2025-03-24 21:38:13
820,111,134,2025-01-04 20:16:30
823,69,137,2025-03-28 21:22:11
824,56,120,2025-01-23 10:22:19
828,81,109,2025-02-01 2:37:07
831,154,103,2025-01-30 13:36:15
833,73,119,2025-02-02 4:48:17
834,40,116,2025-03-15 0:01:15
836,129,103,2025-01-15 12:29:51
837,61,128,2025-01-13 4:13:13
838,171,113,2025-01-26 12:37:16
840,42,123,2025-01-16 1:19:33
843,35,103,2025-03-25 23:56:29
846,172,129,2025-02-18 5:38:06
847,179,117,2025-03-19 3:02:40
848,102,118,2025-01-12 5:14:18
849,98,130,2025-02-28 0:36:49
854,187,121,2025-03-24 8:02:29
855,49,123,2025-02-17 21:26:44
856,189,144,2025-01-05 13:59:09
857,17,111,2025-02-27 22:56:00
858,74,129,2025-02-09 2:01:26
859,57,137,2025-01-19 13:08:35
861,47,135,2025-01-11 6:06:25
862,12,118,2025-01-22 10:02:29
863,62,147,2025-03-13 14:16:27
864,80,144,2025-03-31 6:22:06
869,118,117,2025-03-17 17:37:38
873,89,110,2025-03-24 9:41:08
879,26,119,2025-02-04 2:51:11
881,32,146,2025-01-20 1:20:27
883,16,114,2025-01-25 3:49:09
884,199,105,2025-01-22 17:02:20
885,145,146,2025-03-06 1:07:27
887,26,110,2025-02-25 19:49:25
888,86,138,2025-01-25 2:32:42
889,135,108,2025-03-06 1:21:54
890,14,125,2025-03-24 12:10:00
891,79,115,2025-02-07 2:11:40
894,137,149,2025-01-19 10:09:20
895,115,102,2025-01-04 16:46:51
896,176,112,2025-01-30 0:51:33
898,59,148,2025-02-12 23:59:33
899,82,129,2025-02-22 13:19:33
908,152,125,2025-03-24 18:11:14
909,108,104,2025-02-27 21:58:52
910,188,128,2025-01-21 21:32:37
911,45,136,2025-02-19 20:31:59
914,37,120,2025-02-25 4:15:56
917,183,135,2025-03-22 22:56:26
920,15,103,2025-03-04 18:35:18
922,4,138,2025-02-23 16:04:45
923,93,149,2025-03-24 13:33:13
924,153,134,2025-02-04 4:55:38
925,141,100,2025-02-19 22:51:34
927,16,135,2025-03-24 19:44:45
930,126,145,2025-02-19 9:28:39
931,194,143,2025-03-06 13:44:04
932,55,130,2025-03-03 5:16:01
937,141,120,2025-02-04 5:55:17
939,160,123,2025-02-01 14:24:08
940,96,143,2025-03-13 13:05:50
942,39,129,2025-01-06 22:30:36
943,46,121,2025-03-22 17:52:09
944,29,127,2025-01-16 16:44:37
947,185,127,2025-02-16 7:18:29
954,103,124,2025-01-22 9:13:44
956,133,105,2025-01-06 13:12:25
957,65,143,2025-01-30 0:46:15
958,177,108,2025-01-13 17:45:33
961,142,142,2025-01-15 5:31:10
963,158,117,2025-02-26 2:59:20
968,153,132,2025-03-11 3:18:22
969,176,126,2025-03-27 0:13:59
970,193,106,2025-02-11 17:32:32
973,143,117,2025-03-06 11:46:53
974,49,131,2025-01-06 16:47:28
975,121,110,2025-01-05 6:50:18
982,171,141,2025-02-07 10:04:38
985,39,113,2025-02-13 18:02:09
986,184,136,2025-01-07 1:46:35
987,63,120,2025-01-28 20:25:50
989,88,104,2025-02-13 21:46:13
990,11,102,2025-01-06 7:50:21
991,62,122,2025-03-27 8:52:56
993,153,136,2025-01-05 17:23:35
997,59,124,2025-02-12 15:46:00
999,148,111,2025-03-07 6:22:11
1000,93,140,2025-02-02 8:53:05
1001,63,132,2025-01-22 22:02:28
1003,117,103,2025-01-11 11:52:16
1006,107,121,2025-03-14 9:19:24
1008,169,116,2025-01-18 12:22:58
1009,3,123,2025-03-27 17:05:56
1017,9,116,2025-03-28 6:59:50
1018,99,133,2025-01-22 5:53:22
1019,20,105,2025-01-13 4:36:56
1020,122,145,2025-03-15 14:59:58
1021,61,105,2025-03-31 17:47:05
1025,82,120,2025-01-22 15:41:35
1027,145,101,2025-03-12 11:47:30
1028,3,121,2025-01-01 4:28:56
1031,120,109,2025-01-28 5:15:39
1038,98,123,2025-02-22 4:11:04
1042,67,109,2025-03-16 4:43:38
1043,123,134,2025-01-25 1:41:47
1045,137,131,2025-03-24 17:37:46
1046,195,106,2025-01-05 19:06:51
1051,40,145,2025-03-26 12:41:51
1054,139,139,2025-03-29 3:46:01
1058,72,127,2025-01-17 10:53:41
1059,133,113,2025-03-11 6:13:54
1060,176,126,2025-03-25 11:59:52
1068,197,102,2025-03-27 15:21:18
1069,81,107,2025-02-27 1:17:39
1071,40,132,2025-02-25 7:57:39
1073,62,134,2025-01-12 3:51:39
1075,115,138,2025-01-14 5:06:17
1076,186,122,2025-01-05 11:36:39
1082,91,110,2025-01-30 16:45:03
1085,147,107,2025-01-06 18:36:41
1086,80,123,2025-01-18 16:39:39
1087,168,127,2025-01-16 19:26:04
1090,59,136,2025-03-09 8:48:23
1092,48,107,2025-03-10 11:18:50
1094,13,146,2025-02-27 15:40:06
1095,107,114,2025-01-03 15:20:13
1097,89,145,2025-03-05 16:48:59
1098,181,139,2025-03-20 2:39:01
1099,170,117,2025-03-04 17:29:16
1101,191,119,2025-01-12 21:42:21
1104,188,101,2025-01-03 19:09:05
1106,133,115,2025-02-17 6:38:13
1107,45,102,2025-01-23 22:44:54
1109,31,102,2025-03-03 7:09:42
1110,23,126,2025-01-12 8:35:34
1111,170,149,2025-03-13 19:29:15
1112,138,142,2025-02-02 7:35:56
1113,160,139,2025-01-15 16:27:41
1116,158,127,2025-01-30 15:38:39
1119,82,136,2025-02-25 19:12:11
1121,2,147,2025-01-27 10:12:31
1123,12,136,2025-03-11 19:43:45
1126,13,105,2025-02-01 14:08:09
1127,46,145,2025-02-07 2:54:04
1128,155,118,2025-03-12 1:34:18
1129,113,131,2025-03-06 1:54:31
1131,104,111,2025-03-16 21:44:42
1132,98,110,2025-03-18 17:28:27
1136,109,144,2025-02-20 14:09:04
1137,163,120,2025-02-14 9:58:59
1138,70,129,2025-03-13 15:28:18
1139,158,112,2025-01-03 0:31:33
1141,74,103,2025-02-07 2:20:20
1146,37,104,2025-02-13 23:33:48
1148,196,102,2025-01-21 13:58:39
1153,17,133,2025-01-31 15:41:23
1154,12,125,2025-01-06 21:09:47
1156,145,134,2025-03-10 2:06:40
1158,118,128,2025-03-20 6:29:27
1160,22,137,2025-01-24 14:09:50
1163,14,118,2025-01-08 13:16:43
1164,192,143,2025-01-02 20:59:16
1167,164,146,2025-03-04 5:45:11
1170,7,108,2025-03-09 0:21:01
1172,139,123,2025-01-01 3:12:19
1174,134,121,2025-03-26 6:08:03
1176,79,111,2025-02-12 16:29:25
1183,4,125,2025-01-27 16:38:37
1184,99,132,2025-01-15 19:56:16
1188,119,140,2025-01-28 22:09:23
1190,157,117,2025-02-03 11:33:32
1196,84,104,2025-02-05 5:32:58
1199,195,129,2025-02-03 12:43:41
1200,81,114,2025-01-28 16:51:15
1201,126,126,2025-02-15 0:53:45
1202,184,134,2025-01-12 8:23:03
1204,21,119,2025-01-01 23:13:11
1205,47,115,2025-01-15 15:58:16
1206,101,133,2025-02-07 18:09:10
1207,187,101,2025-01-13 14:20:24
1208,84,134,2025-03-05 19:22:42
1210,147,127,2025-03-14 11:37:42
1214,1,108,2025-01-23 8:54:19
1218,15,122,2025-02-04 3:12:18
1220,189,103,2025-01-25 12:58:22
1221,163,124,2025-02-26 12:08:32
1223,25,137,2025-01-28 7:46:37
1226,18,134,2025-03-01 3:45:04
1229,72,135,2025-03-23 7:21:49
1230,60,111,2025-02-15 2:16:17
1231,174,116,2025-02-16 12:30:49
1232,145,138,2025-03-16 8:21:06
1233,93,108,2025-03-14 21:30:05
1234,53,134,2025-01-31 2:43:26
1236,79,114,2025-01-15 17:13:05
1237,27,117,2025-03-08 7:46:01
1239,50,105,2025-02-16 3:20:05
1241,131,122,2025-03-23 11:15:42
1242,93,126,2025-02-10 20:24:30
1244,172,145,2025-02-06 23:28:12
1245,181,137,2025-01-23 13:32:15
1246,24,113,2025-01-02 4:33:03
1249,131,134,2025-03-21 17:20:24
1250,148,118,2025-03-02 3:00:30
1252,15,113,2025-03-30 7:08:18
1255,17,124,2025-01-18 9:32:20
1256,126,139,2025-03-02 0:43:54
1260,176,137,2025-03-20 5:58:15
1264,130,118,2025-02-19 14:48:19
1269,72,108,2025-01-15 10:10:41
1271,18,119,2025-01-23 4:19:03
1272,64,144,2025-01-13 13:58:49
1273,82,106,2025-03-15 6:54:25
1277,32,146,2025-03-06 15:48:00
1278,11,113,2025-03-14 21:20:38
1279,45,137,2025-01-03 12:36:27
1280,33,135,2025-01-26 3:23:36
1282,169,116,2025-01-14 5:47:50
1284,11,108,2025-01-12 4:37:54
1285,179,132,2025-03-31 21:57:31
1288,145,110,2025-03-28 11:03:29
1290,121,140,2025-02-02 5:30:36
1293,80,140,2025-02-16 1:25:20
1296,92,127,2025-03-10 8:14:44
1297,148,107,2025-01-26 13:05:29
1298,161,101,2025-01-13 23:45:26
1299,168,140,2025-03-09 22:32:07
1301,97,121,2025-03-03 8:43:24
1306,77,147,2025-02-22 3:52:00
1307,116,129,2025-01-13 19:41:58
1308,154,111,2025-03-12 4:18:02
1311,194,145,2025-03-08 17:06:10
1312,166,149,2025-03-08 1:51:26
1314,90,120,2025-01-04 17:07:28
1316,122,147,2025-03-29 6:07:35
1317,143,119,2025-01-24 18:09:05
1319,119,102,2025-02-17 5:12:28
1320,172,143,2025-03-12 8:01:10
1321,49,132,2025-01-08 19:00:42
1322,104,108,2025-03-31 1:51:40
1326,134,116,2025-02-26 6:04:48
1327,9,133,2025-01-31 12:36:42
1329,73,131,2025-03-31 16:01:32
1330,103,100,2025-02-14 12:51:16
1332,41,144,2025-02-26 11:20:42
1333,114,122,2025-02-14 9:16:26
1335,72,139,2025-03-25 1:56:50
1336,178,111,2025-02-22 15:24:47
1337,92,111,2025-02-12 14:08:57
1339,84,146,2025-01-14 5:05:46
1340,62,114,2025-03-02 14:22:11
1341,111,140,2025-02-19 18:22:28
1343,7,125,2025-03-31 9:51:07
1345,132,121,2025-02-23 3:29:33
1346,134,139,2025-03-01 23:45:22
1348,22,137,2025-01-18 6:48:36
1349,154,119,2025-01-26 15:15:22
1350,127,128,2025-02-10 17:53:33
1352,127,106,2025-01-09 15:02:56
1353,41,127,2025-01-23 21:36:59
1355,106,103,2025-02-21 17:54:38
1356,14,121,2025-01-21 12:21:30
1358,87,144,2025-02-24 0:32:35
1359,12,102,2025-03-27 8:21:26
1361,25,143,2025-03-24 9:40:34
1362,45,101,2025-03-04 20:25:35
1363,122,123,2025-01-16 16:04:05
1364,147,133,2025-01-22 2:17:28
1367,173,100,2025-01-23 16:40:25
1368,136,107,2025-03-01 10:18:38
1373,51,124,2025-02-26 2:06:11
1375,82,116,2025-02-09 13:13:20
1376,198,111,2025-01-01 1:33:33
1378,150,125,2025-03-25 3:37:04
1379,37,126,2025-01-18 18:50:52
1380,96,107,2025-03-21 4:50:14
1382,105,141,2025-01-27 20:26:57
1383,59,100,2025-01-12 14:23:49
1386,35,148,2025-02-12 23:52:05
1388,93,139,2025-03-31 7:18:46
1391,97,147,2025-01-20 13:26:35
1398,189,145,2025-03-16 11:43:49
1399,24,148,2025-03-05 8:50:53
1402,4,119,2025-01-06 12:12:46
1404,126,125,2025-02-21 9:31:44
1405,20,138,2025-01-12 5:22:36
1406,188,120,2025-02-07 4:27:42
1407,152,148,2025-03-27 3:35:19
1408,50,141,2025-01-19 6:08:14
1409,177,142,2025-02-02 13:10:18
1411,96,108,2025-03-05 15:54:04
1413,164,136,2025-03-03 5:36:01
1414,117,148,2025-01-21 6:03:34
1415,98,140,2025-02-02 4:49:03
1416,66,116,2025-03-11 7:20:41
1419,164,138,2025-01-02 2:36:48
1421,39,138,2025-02-02 0:26:24
1422,170,112,2025-02-09 1:19:22
1423,115,110,2025-01-27 1:29:30
1428,18,145,2025-01-17 8:54:10
1429,40,144,2025-02-23 15:53:15
1431,143,139,2025-02-21 2:46:19
1433,26,118,2025-02-25 3:24:09
1435,100,107,2025-02-26 17:42:42
1437,42,144,2025-02-12 18:19:17
1440,78,132,2025-01-26 22:32:04
1444,69,127,2025-01-18 20:08:55
1446,41,107,2025-02-09 18:19:12
1449,125,145,2025-01-20 23:47:11
1451,14,129,2025-02-10 15:24:34
1452,84,144,2025-02-04 12:17:53
1453,130,146,2025-03-14 16:42:30
1458,28,117,2025-03-12 23:12:05
1459,66,117,2025-01-27 9:01:05
1466,45,136,2025-03-25 23:46:57
1467,151,118,2025-03-09 21:01:27
1468,47,146,2025-01-31 2:15:15
1469,31,127,2025-03-11 14:07:35
1474,14,111,2025-01-13 19:57:42
1475,80,114,2025-01-12 1:17:55
1477,10,138,2025-01-09 1:12:32
1479,94,128,2025-02-09 17:33:50
1481,1,109,2025-01-13 7:38:46
1482,133,101,2025-03-13 13:48:12
1485,171,109,2025-01-01 2:09:14
1487,57,117,2025-01-24 7:36:55
1488,64,108,2025-02-02 4:34:08
1489,118,138,2025-01-07 12:41:41
1490,28,127,2025-02-08 9:57:41
1491,121,102,2025-03-06 14:50:04
1492,107,119,2025-03-08 6:57:40
1498,44,102,2025-02-10 11:10:20
1499,56,115,2025-02-10 1:15:18
